2010-09-03T03:45:00Z,5457.53311435366,5510.3999,5457.53311435366,5487.437375
2010-09-06T03:45:00Z,5472.48524467683,5589.3999,5472.48524467683,5531.362425
2010-09-07T03:45:00Z,5501.923834838415,5625.5,5501.923834838415,5594.26245
2010-09-08T03:45:00Z,5548.093142419208,5625.2998,5548.093142419208,5601.287475
2010-09-09T03:45:00Z,5574.690308709603,5647.4502,5574.690308709603,5625.974975
2010-09-13T03:45:00Z,5600.332641854802,5770.6001,5600.332641854802,5702.250125
2010-09-14T03:45:00Z,5651.2913834274,5838.4502,5651.2913834274,5788.6499
2010-09-15T03:45:00Z,5719.9706417137,5869.4502,5719.9706417137,5829.4626499999995
2010-09-16T03:45:00Z,5774.71664585685,5901.6499,5774.71664585685,5851.8125
2010-09-17T03:45:00Z,5813.264572928425,5898.3999,5813.264572928425,5860.187625
2010-09-20T03:45:00Z,5836.726098964213,5989.5,5836.726098964213,5935.01245
2010-09-21T03:45:00Z,5885.869274482106,6032.7998,5885.869274482106,5996.049925
2010-09-22T03:45:00Z,5940.959599741053,6037.3999,5940.959599741053,5995.8125
2010-09-23T03:45:00Z,5968.386049870527,6006.7998,5932.3999,5972.449825
2010-09-24T03:45:00Z,5970.417937435263,6029.1001,5951.2002,5989.512575
2010-09-27T03:45:00Z,5979.965256217632,6073.5,5979.965256217632,6036.437375
2010-09-28T03:45:00Z,6008.201315608816,6049.7998,5991.2998,6026.66235
2010-09-29T03:45:00Z,6017.431832804408,6071.5498,5979.6499,6017.9123500000005
2010-09-30T03:45:00Z,6017.672091402204,6048.4502,5963.6001,6008.3376499999995
2010-10-01T03:45:00Z,6013.004870701102,6153.1001,6013.004870701102,6089.2749
2010-10-04T03:45:00Z,6051.139885350551,6222.1001,6051.139885350551,6167.737674999999
2010-10-05T03:45:00Z,6109.438780175275,6188.3501,6109.438780175275,6152.912475
2010-10-06T03:45:00Z,6131.175627587638,6223.3999,6131.175627587638,6177.3501
2010-10-07T03:45:00Z,6154.262863793819,6199.4502,6107.5,6153.525025
2010-10-08T03:45:00Z,6153.893944396909,6153.893944396909,6067,6110.11255
2010-10-11T03:45:00Z,6132.003247198454,6187.75,6105.9502,6133.875125
2010-10-12T03:45:00Z,6132.939186099227,6144.9502,6057.9502,6107.4376250000005
2010-10-13T03:45:00Z,6120.188405549614,6240.25,6089.75,6163.837525
2010-10-14T03:45:00Z,6142.012965274807,6284.1001,6142.012965274807,6213.412475
2010-10-15T03:45:00Z,6177.712720137404,6200.6001,6050.3501,6122.375
2010-10-18T03:45:00Z,6150.043860068702,6150.043860068702,5985.1001,6072.2251
2010-10-19T03:45:00Z,6111.13448003435,6127.0498,6008.1499,6069.237425
2010-10-20T03:45:00Z,6090.185952517175,6090.185952517175,5966.75,5997.4751
2010-10-21T03:45:00Z,6043.830526258587,6113.5,5984.8999,6052.19995
2010-10-22T03:45:00Z,6048.015238129294,6121.1001,6041.3501,6085.474975
2010-10-25T03:45:00Z,6066.745106564647,6151.2998,6066.745106564647,6113.237425
2010-10-26T03:45:00Z,6089.991265782324,6120.25,6074.6499,6098.299925
2010-10-27T03:45:00Z,6094.145595391163,6094.145595391163,5987.5498,6037.900025
2010-10-28T03:45:00Z,6066.022810195582,6071.1001,5968.1001,6016.7126499999995
2010-10-29T03:45:00Z,6041.367730097791,6041.367730097791,5937.1001,6002.150025
2010-11-01T03:45:00Z,6021.758877548895,6132.3999,6021.758877548895,6106.749875
2010-11-02T03:45:00Z,6064.254376274448,6138.1001,6064.254376274448,6119.76245
2010-11-03T03:45:00Z,6092.008413137224,6182.5,6092.008413137224,6160.099975
2010-11-04T03:45:00Z,6126.054194068613,6290.1499,6126.054194068613,6245.224975
2010-11-05T03:45:00Z,6185.639584534307,6338.5,6185.639584534307,6318.9751
2010-11-08T03:45:00Z,6252.307342267153,6335.8999,6252.307342267153,6302.42505
2010-11-09T03:45:00Z,6277.3661961335765,6310.8999,6243.5498,6284.249875
2010-11-10T03:45:00Z,6280.808035566788,6307.6499,6269.25,6288.950075
2010-11-11T03:45:00Z,6284.879055283394,6296.5498,6179.5,6239.162475
2010-11-12T03:45:00Z,6262.020765141697,6262.020765141697,6056.75,6128.299925
2010-11-15T03:45:00Z,6195.160345070848,6195.160345070848,6039.3999,6092.412475
2010-11-16T03:45:00Z,6143.786410035424,6144.0498,5970.6001,6061.700075
2010-11-18T03:45:00Z,6102.743242517712,6102.743242517712,5906.75,6014.42505
2010-11-19T03:45:00Z,6058.584146258856,6058.584146258856,5863.9502,5944.69995
2010-11-22T03:45:00Z,6001.642048129428,6020.25,5905.1499,5964.07495
2010-11-23T03:45:00Z,5982.858499064714,5982.858499064714,5824.9502,5926.150025
2010-11-24T03:45:00Z,5954.504262032357,5976.6499,5833.6001,5905.69995
2010-11-25T03:45:00Z,5930.102106016178,5930.102106016178,5780.3501,5842.7876
2010-11-26T03:45:00Z,5886.444853008089,5886.444853008089,5690.3501,5777.337525
2010-11-29T03:45:00Z,5831.8911890040445,5843.1499,5754.7002,5804.450075
2010-11-30T03:45:00Z,5818.170632002022,5892.25,5768.3501,5833.7251
2010-12-01T03:45:00Z,5825.947866001011,5971,5825.947866001011,5917.112425
2010-12-02T03:45:00Z,5871.530145500506,6029.5,5871.530145500506,6011.212525
2010-12-03T03:45:00Z,5941.371335250253,6025.3999,5941.371335250253,5998.94995
2010-12-06T03:45:00Z,5970.1606426251265,6069.4502,5970.1606426251265,6019.262575
2010-12-07T03:45:00Z,5994.711608812563,6001,5939.7002,5978.07495
